customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,IsMonthToMonth,ContractStability,IsElectronicCheck,PaymentStability,FinancialRiskScore,TenureRisk,IsNewCustomer,IsVeryNewCustomer,TenureSegment,LifecycleValue,RevenueAcceleration,HasTechSupport,HasOnlineSecurity,HasBackup,ProtectionScore,FullyProtected,NoProtection,ServiceVulnerability,ServiceCount,RevenuePerService,PriceDeviation,IsPriceSensitive,EstimatedMargin,CumulativeProfit,DigitalAdoption,IsStreamingUser,IsPureStreaming,ContractValueAlignment,RiskyNewCustomer,VulnerableHighValue,UnstableCustomer,EarlyServiceOverload,MonthlyCharges_ZScore,TotalCharges_ZScore,ChargesPercentile,TenurePercentile,ExpectedTotalCharges,ChargesConsistency,ChurnRiskScore,RiskCategory,DataSegment,SegmentName
2181-UAESM,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.45,119.5,No,1,0.0,1,0.0,1.0,0.8464817248906141,1,1,Onboarding,106.9,-13.616666666666667,0,1,0,2,0,0,0.5,4,10.690000000000001,-28.5,1,13.450000000000003,26.900000000000006,0.25,0,0,0,1,0,1,0,-0.37595473195650925,-0.9546632760854834,0.35119977282408066,0.10556581002413744,106.9,0.8832252085264134,0.8366204312226534,Critical Risk,4,Growth Potentials
2957-LOLHO,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,Yes,1,0.0,0,0.67,0.4666,0.36787944117144233,1,0,First Year,544.8,-5.484615384615388,0,0,0,0,0,1,1.0,2,15.133333333333333,-23.9,1,15.399999999999999,184.79999999999998,0.5,0,0,0,1,0,0,0,-0.6435040489832552,-0.7783362655520628,0.2949027403095272,0.30214397273888965,544.8,0.9525467204104068,0.5052798602928605,High Risk,1,Value Seekers
6048-NJXHX,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.75,899.45,No,0,1.0,1,0.0,0.573,0.03282165832666321,0,0,Established,809.75,1.6654761904761912,0,0,0,0,0,1,0.0,1,9.875,-0.4499999999999993,0,-5.25,-215.25,0.25,0,0,0,0,0,0,0,-1.4960059100684764,-0.6103311482298466,0.06005963367883004,0.6135879596762743,809.75,0.8893617021276595,0.28375541458166575,Low Risk,2,Premium Loyalists
2320-SLKMB,Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,No,1,0.0,0,1.0,0.427,0.11455884399268773,0,0,Established,1155.7,-0.6055555555555614,1,0,0,2,0,0,0.5,4,8.89,-37.5,1,4.450000000000003,115.70000000000007,0.5,1,1,0,0,0,0,0,-0.6750781919864114,-0.48479638246825896,0.2781485162572767,0.4726678972028965,1155.7,0.9757067519668022,0.3280897109981719,Moderate Risk,3,Basic Users
4980-URKXC,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,720.05,No,0,0.5,0,0.67,0.039599999999999996,0.049787068367863944,0,0,Established,750.6,-1.3891891891891923,0,0,0,0,0,1,0.0,1,10.425,0.6500000000000021,0,-4.149999999999999,-149.39999999999995,0.25,0,0,0,0,0,0,0,-1.4594463760648215,-0.6895326146537215,0.16101093284111884,0.57042453499929,750.6,0.9593533794571579,0.101306767091966,Low Risk,2,Premium Loyalists
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,No,0,1.0,0,1.0,0.0,0.0024787521766663585,0,0,Loyal,8211.6,1.952739726027417,1,1,1,4,1,0,0.0,8,12.672222222222222,4.1499999999999915,0,54.05,3891.6,1.0,1,0,1,0,0,0,0,1.638143232244832,2.731118678947987,0.9872923470112168,0.9743717165980406,8211.6,0.9687553271801865,0.0006196880441665896,Low Risk,5,Flight Risks
5886-VLQVU,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,No,1,0.0,0,0.67,0.4666,0.05411376622282161,0,0,Established,3144.75,-2.0388888888888914,1,0,0,1,0,0,0.75,4,17.97,7.8999999999999915,0,49.849999999999994,1744.7499999999998,0.5,1,0,0,0,0,0,0,0.8338334841644282,0.388185667178175,0.7495385489138151,0.5606275734772114,3144.75,0.9947707224032425,0.3768384415557054,Moderate Risk,3,Basic Users
3577-AMVUX,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.05,55.05,No,1,0.0,0,0.33,0.5074,0.9200444146293233,1,1,Onboarding,55.05,-27.525,1,0,0,2,0,0,0.5,4,11.01,-26.900000000000006,1,15.049999999999997,15.049999999999997,0.0,0,0,0,1,0,0,0,-0.3227772279511935,-0.9831166457121207,0.37405934970893084,0.04515121397131904,55.05,1.0,0.6076011036573308,High Risk,4,Growth Potentials
0771-WLCLA,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.95,1882.55,No,1,0.0,1,0.0,1.0,0.26359713811572677,0,0,Growing,1807.2,-2.2117647058823593,1,1,0,3,0,0,0.25,7,14.11875,8.850000000000009,0,57.95,927.2,0.5,1,0,0,0,0,1,0,1.6015836982411773,-0.17631240998396353,0.9833877608973449,0.35645321595910834,1807.2,0.9583287246985953,0.6158992845289316,High Risk,0,Digital Natives
5628-RKIFK,Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,No,1,0.0,0,1.0,0.427,0.01685120125994751,0,0,Loyal,4975.95,-0.14200000000001012,0,1,0,1,0,0,0.75,5,16.925,11.0,0,56.55,2770.95,0.5,1,0,0,0,0,0,0,1.222693982203301,1.2310587981506498,0.8948601448246486,0.6868521936674713,4975.95,0.9810225137885653,0.3536628003149869,Moderate Risk,3,Basic Users
0206-TBWLC,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,No,0,0.5,0,0.33,0.08039999999999999,0.011108996538242306,0,0,Loyal,6191.1,-4.659090909090921,1,1,1,4,1,0,0.0,8,12.738888888888889,4.75,0,54.650000000000006,2951.1000000000004,0.75,1,0,0,0,0,0,0,1.6580847962468257,1.6633116174127232,0.9897060911543376,0.7369728808746273,6191.1,0.9771321522585229,0.05591724913456057,Low Risk,5,Flight Risks
2937-FTHUR,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.8,1166.7,No,1,0.0,1,0.0,1.0,0.22313016014842982,0,0,Growing,1166.3999999999999,-3.39473684210526,0,1,0,1,0,0,0.75,4,12.959999999999999,-17.150000000000006,1,24.799999999999997,446.4,0.25,1,0,0,0,0,1,0,0.001273187081200524,-0.4923456861240463,0.44334800511145817,0.381371574613091,1166.3999999999999,0.9997430186739762,0.7307825400371074,Critical Risk,4,Growth Potentials
1910-FMXJM,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,2937.65,No,1,0.0,1,0.0,1.0,0.049787068367863944,0,0,Established,2894.4,-1.004054054054052,0,0,0,0,0,1,1.0,3,20.1,5.825000000000017,0,45.400000000000006,1634.4,0.0,1,0,0,0,0,1,0,0.5197538511330312,0.2894928699704982,0.6297742439301434,0.57042453499929,2894.4,0.9850625129515783,0.7624467670919659,Critical Risk,4,Growth Potentials
7752-XUSCI,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,Yes,1,0.0,1,0.0,1.0,0.006737946999085467,0,0,Loyal,6354.0,-1.0401639344262321,0,0,1,2,0,0,0.5,6,15.12857142857143,7.150000000000006,0,55.900000000000006,3354.0000000000005,0.5,1,0,0,0,0,1,0,1.3672703212177542,1.816483015270936,0.9384495243504188,0.7949027403095272,6354.0,0.9933202202989773,0.6016844867497714,High Risk,0,Digital Natives
4110-PFEUZ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,Yes,1,0.0,0,0.33,0.5074,0.9200444146293233,1,1,Onboarding,69.55,-34.775,0,0,0,0,0,1,1.0,2,23.183333333333334,0.25,0,39.55,39.55,0.0,0,0,0,1,0,0,0,0.15914390209698223,-0.9767151893958097,0.47934118983387763,0.04515121397131904,69.55,1.0,0.7076011036573308,Critical Risk,4,Growth Potentials
0732-OCQOC,Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,No,0,1.0,0,0.67,0.039599999999999996,0.013123728736940968,0,0,Loyal,1302.6000000000001,-1.0830188679245296,0,0,0,0,0,1,0.0,1,12.525,4.850000000000001,0,0.05000000000000071,2.600000000000037,0.5,0,0,0,0,0,0,0,-1.3198554280508674,-0.446630458430667,0.20069572625301718,0.7165270481328979,1302.6000000000001,0.9751841055538508,0.06714093218423524,Low Risk,2,Premium Loyalists
5168-MSWXT,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,No,1,0.0,1,0.0,1.0,0.513417119032592,1,0,First Year,758.0,-10.355555555555554,0,0,0,1,0,0,0.75,5,15.791666666666666,4.200000000000003,0,49.75,398.0,0.25,1,0,0,1,0,1,0,0.9966895901807084,-0.6720941646885986,0.8103081073406219,0.237682805622604,758.0,0.9979578392621872,0.803354279758148,Critical Risk,4,Growth Potentials
1090-ESELR,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,No,0,1.0,0,0.67,0.039599999999999996,0.0024787521766663585,0,0,Loyal,7596.0,-1.2321917808219212,1,1,1,3,0,0,0.25,7,13.1875,1.4000000000000057,0,50.5,3636.0,0.75,1,0,1,0,0,0,0,1.3539759452164248,2.3529250545777947,0.9339769984381655,0.9743717165980406,7596.0,0.9979531393971304,0.08947968804416659,Low Risk,5,Flight Risks
8592-PLTMQ,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.7,1642.75,No,0,0.5,0,0.33,0.08039999999999999,0.004827949993831441,0,0,Loyal,1580.8,0.5730769230769255,0,0,0,0,0,1,0.0,1,12.35,4.5,0,-0.3000000000000007,-19.200000000000045,0.0,0,0,0,0,0,0,0,-1.33148800705203,-0.2821792530633682,0.188201050688627,0.8369302853897487,1580.8,0.9608357567328359,0.12934698749845785,Low Risk,2,Premium Loyalists
5760-WRAHC,Female,1,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,No,1,0.0,0,0.33,0.5074,0.1598797460796939,0,0,Growing,1534.5,-2.5586956521739097,1,1,0,3,0,0,0.25,6,9.964285714285714,-29.0,1,19.75,434.5,0.5,1,0,0,0,0,0,0,0.1657910900976468,-0.3251573063318421,0.4845236404941076,0.4240380519664915,1534.5,0.9929013350700097,0.3175599365199234,Moderate Risk,0,Digital Natives
8847-GEOOQ,Male,0,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,No,1,0.0,0,0.67,0.4666,0.006737946999085467,0,0,Loyal,3612.0,-1.4721311475409848,1,0,1,3,0,0,0.25,6,8.6,-38.55,1,10.200000000000003,612.0000000000002,0.75,1,1,0,0,0,0,0,-0.15161213693408263,0.5741369361733597,0.41615788726395003,0.7949027403095272,3612.0,0.9918073623027955,0.23999448674977134,Low Risk,5,Flight Risks
0256-LTHVJ,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,Yes,1,0.0,1,0.0,1.0,0.09697196786440505,0,0,Established,2269.4,-4.25344827586207,0,0,0,0,0,1,1.0,3,20.2625,6.4750000000000085,0,46.05,1289.3999999999999,0.25,1,0,0,0,0,1,0,0.5413572121351905,-0.024200563516036545,0.6458185432344171,0.4925457901462445,2269.4,0.9813689217758984,0.7492429919661011,Critical Risk,4,Growth Potentials
4785-FCIFB,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,No,0,1.0,0,0.33,0.08039999999999999,0.006199210502576996,0,0,Loyal,1488.3999999999999,-1.5306451612903196,0,0,0,0,0,1,0.0,1,12.2,4.199999999999999,0,-0.6000000000000014,-36.60000000000009,0.0,0,0,0,0,0,0,0,-1.341458789053027,-0.3814459739407833,0.18017890103649012,0.8056935964787733,1488.3999999999999,0.9526655028870687,0.12968980262564425,Low Risk,2,Premium Loyalists
8313-NDOIA,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,No,1,0.0,1,0.0,1.0,0.1353352832366127,0,0,Growing,2499.6000000000004,-4.364000000000004,0,0,1,2,0,0,0.5,6,14.87857142857143,5.400000000000006,0,54.150000000000006,1299.6000000000001,0.5,1,0,0,0,0,1,0,1.3091074262119398,0.09391734251354956,0.9138151355956269,0.4491693880448672,2499.6000000000004,0.9980204750859792,0.6338338208091532,High Risk,0,Digital Natives
5149-CUZUJ,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9,2768.35,No,0,0.5,0,0.67,0.039599999999999996,0.09697196786440505,0,0,Established,2601.2000000000003,2.560344827586192,1,0,1,3,0,0,0.25,6,13.271428571428572,-5.849999999999994,0,42.900000000000006,1201.2000000000003,0.5,1,0,0,0,0,0,0,0.9352031011745621,0.21475034898074327,0.7847508164134602,0.4925457901462445,2601.2000000000003,0.9357658904004306,0.13810299196610126,Low Risk,0,Digital Natives
0942-KOWSM,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,No,0,1.0,0,0.67,0.039599999999999996,0.0820849986238988,0,0,Established,2424.0,-4.370967741935473,1,0,1,3,0,0,0.25,7,10.1,-23.299999999999997,1,25.799999999999997,773.9999999999999,0.5,1,0,1,0,0,0,0,0.53304822713436,0.038577856358406236,0.6399971603010081,0.5119267357660088,2424.0,0.9774432989690722,0.1343812496559747,Low Risk,5,Flight Risks
4237-CLSMM,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,No,1,0.0,0,0.33,0.5074,0.8464817248906141,1,1,Onboarding,40.0,-7.333333333333334,0,0,0,0,0,1,0.0,1,10.0,-0.1999999999999993,0,-5.0,-10.0,0.0,0,0,1,1,0,0,0,-1.4876969250676457,-0.9906438753806105,0.09016044299304274,0.10556581002413744,40.0,0.9512195121951219,0.4892104312226535,Moderate Risk,1,Value Seekers
1452-VOQCH,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,No,1,0.0,1,0.0,1.0,0.9200444146293233,1,1,Onboarding,75.1,-37.55,0,0,0,0,0,1,1.0,2,25.03333333333333,5.799999999999997,0,45.099999999999994,45.099999999999994,0.25,0,0,0,1,0,1,0,0.3436033691154218,-0.9742649768057736,0.5584268067584836,0.04515121397131904,75.1,1.0,0.9550111036573307,Critical Risk,4,Growth Potentials
4719-UMSIY,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,100.9,No,1,0.0,0,0.33,0.5074,0.6065306597126334,1,0,First Year,117.89999999999999,-5.235714285714284,0,0,0,0,0,1,0.0,1,9.825,-0.5500000000000007,0,-5.350000000000001,-32.10000000000001,0.0,0,0,1,1,0,0,0,-1.4993295040688086,-0.9628747993601995,0.04813289791282124,0.20254153059775665,117.89999999999999,0.8570227081581162,0.4292226649281583,Moderate Risk,1,Value Seekers
6614-VBEGU,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,No,1,0.0,0,0.67,0.4666,0.1353352832366127,0,0,Growing,1666.8000000000002,-4.888000000000005,0,0,1,1,0,0,0.75,5,11.575000000000001,-21.099999999999994,1,24.450000000000003,586.8000000000001,0.75,1,0,0,0,0,0,0,0.15582030809665018,-0.2948497217722044,0.47699843816555443,0.4491693880448672,1666.8000000000002,0.9683715073749849,0.3721438208091532,Moderate Risk,3,Basic Users
0880-TKATG,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,Yes,1,0.0,1,0.0,1.0,0.7165313105737893,1,0,First Year,404.6,-23.970000000000013,0,0,0,1,0,0,0.75,5,16.858333333333334,10.600000000000009,0,56.150000000000006,224.60000000000002,0.0,1,0,0,1,0,1,0,1.2093996062019723,-0.8370530717637427,0.8901036490132046,0.163353684509442,404.6,0.953895463510848,0.8791328276434472,Critical Risk,4,Growth Potentials
3811-VBYBZ,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,Yes,1,0.0,1,0.0,1.0,0.5580351457700471,1,0,First Year,698.6,-15.643749999999997,0,0,1,1,0,0,0.75,5,16.633333333333333,9.25,0,54.8,383.59999999999997,0.5,1,0,0,1,0,1,0,1.1645310871974868,-0.7101938667642976,0.8685219366747124,0.21965071702399547,698.6,0.9637650085763293,0.7895087864425118,Critical Risk,4,Growth Potentials
1480-BKXGA,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8404.9,No,0,1.0,0,0.67,0.039599999999999996,0.0024787521766663585,0,0,Loyal,8355.6,-0.9143835616438309,1,1,1,4,1,0,0.0,8,12.894444444444444,6.1499999999999915,0,56.05,4035.6,1.0,1,0,1,0,0,0,0,1.7046151122514768,2.7031730110291945,0.995456481612949,0.9743717165980406,8355.6,0.9941004714836178,0.014479688044166586,Low Risk,5,Flight Risks
2996-XAUVF,Male,0,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,2799.75,No,0,1.0,0,0.33,0.08039999999999999,0.0029282996948181888,0,0,Loyal,2803.5,-0.6169014084507012,1,0,0,1,0,0,0.75,3,10.0125,-34.52499999999999,1,5.049999999999997,353.4999999999998,0.25,1,1,0,0,0,0,0,-0.8213163280010305,0.2286128130036512,0.2612523072554309,0.9160868947891524,2803.5,0.9986628632554823,0.25387207492370456,Low Risk,2,Premium Loyalists
9076-AXYIK,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.1,6538.45,No,0,1.0,1,0.0,0.573,0.004827949993831441,0,0,Loyal,6534.4,-1.5084615384615319,1,0,0,2,0,0,0.5,6,14.585714285714285,3.3499999999999943,0,52.099999999999994,3334.3999999999996,0.0,1,0,1,0,0,0,0,1.2409737492051283,1.879173139196188,0.8976288513417577,0.8369302853897487,6534.4,0.9993802980689781,0.4017569874984578,Moderate Risk,0,Digital Natives
5968-XQIVE,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6588.95,No,0,0.5,1,0.0,0.573,0.0024787521766663585,0,0,Loyal,6458.400000000001,0.5595890410958901,0,0,1,1,0,0,0.75,4,17.94,7.75,0,49.7,3578.4,0.5,1,0,0,0,0,0,0,0.82884809316393,1.9014678663667883,0.7458469402243362,0.9743717165980406,6458.400000000001,0.9797891445025855,0.4011696880441666,Moderate Risk,0,Digital Natives
8896-RAZCR,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,868.1,No,0,1.0,0,0.33,0.08039999999999999,0.025561533206507402,0,0,Established,875.5999999999999,-0.6088888888888881,0,0,0,0,0,1,0.0,1,9.95,-0.3000000000000007,0,-5.100000000000001,-224.40000000000006,0.0,0,0,0,0,0,0,0,-1.491020519067978,-0.6241715382654569,0.07773675990345023,0.6406360925741872,875.5999999999999,0.9914442162902123,0.13453038330162684,Low Risk,2,Premium Loyalists
4640-UHDOS,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,Yes,1,0.0,1,0.0,1.0,0.3384654251067422,0,0,Growing,727.35,-3.4964285714285737,0,0,0,0,0,1,1.0,3,13.9875,-18.624999999999986,1,20.950000000000003,272.35,0.0,1,0,0,0,0,1,0,-0.2928648819482031,-0.6832194542866011,0.3869089876473094,0.3181882720431634,727.35,0.9903892359442575,0.8346163562766855,Critical Risk,4,Growth Potentials
4933-IKULF,Female,1,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,330.6,No,0,0.5,0,0.33,0.08039999999999999,0.2425210746356487,0,0,Growing,351.04999999999995,-2.2833333333333314,0,0,0,0,0,1,0.0,1,10.325,0.4499999999999993,0,-4.350000000000001,-73.95000000000002,0.0,0,0,0,0,0,0,0,-1.4660935640654862,-0.8614669017149149,0.1529177907141843,0.3683089592503195,351.04999999999995,0.9419116602755292,0.18877026865891217,Low Risk,1,Value Seekers
3583-EKAPL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,55.0,Yes,1,0.0,1,0.0,1.0,0.9200444146293233,1,1,Onboarding,55.0,-27.5,0,0,0,0,0,1,1.0,3,13.75,-19.57499999999999,1,20.0,20.0,0.25,1,0,0,1,0,1,0,-0.3244390249513595,-0.9831387196994184,0.3729234701121681,0.04515121397131904,55.0,1.0,0.9550111036573307,Critical Risk,4,Growth Potentials
1304-BCCFO,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,564.4,No,1,0.0,0,0.33,0.5074,0.4723665527410147,1,0,First Year,630.4499999999999,-13.61,0,0,0,1,0,0,0.75,5,11.674999999999999,-20.5,1,25.049999999999997,225.45,0.25,1,0,0,1,0,0,0,0.17576187209864347,-0.758248937111225,0.49190685787306543,0.2548629845236405,630.4499999999999,0.8953994773933012,0.5206816381852537,High Risk,4,Growth Potentials
4104-PVRPS,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.6,1315.35,No,1,0.0,0,0.33,0.5074,0.1353352832366127,0,0,Growing,1286.4,-0.9860000000000042,1,1,0,2,0,0,0.5,4,10.72,-28.35,1,13.600000000000001,326.40000000000003,0.25,0,0,0,0,0,0,0,-0.3709693409560109,-0.4267197218882102,0.35240664489564105,0.4491693880448672,1286.4,0.9775128165294393,0.38642382080915316,Moderate Risk,4,Growth Potentials
9399-APLBT,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,1,0.0,1,0.0,1.0,0.9200444146293233,1,1,Onboarding,74.7,-37.35,0,0,1,1,0,0,0.75,3,18.675,0.1250000000000142,0,39.7,39.7,0.5,0,0,0,1,0,1,0,0.3303089931140931,-0.9744415687041545,0.5487718301860003,0.04515121397131904,74.7,1.0,0.8800111036573308,Critical Risk,4,Growth Potentials
2359-KMGLI,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,1861.5,Yes,1,0.0,1,0.0,1.0,0.1353352832366127,0,0,Growing,1926.0,-5.790000000000006,0,0,1,1,0,0,0.75,3,20.0625,5.675000000000011,0,45.25,1086.0,0.5,0,0,0,0,0,1,0,0.5147684601325326,-0.1856055586362632,0.6262956126650575,0.4491693880448672,1926.0,0.9665282823040996,0.6838338208091532,High Risk,4,Growth Potentials
3780-DDGSE,Male,1,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,2747.2,No,1,0.0,1,0.0,1.0,0.05411376622282161,0,0,Established,2661.75,0.26111111111110574,1,0,1,2,0,0,0.5,6,10.864285714285714,-22.700000000000003,1,26.049999999999997,911.7499999999999,0.5,1,0,0,0,0,1,0,0.37517751211857825,0.20541305235384827,0.5773108050546643,0.5606275734772114,2661.75,0.9679091165148813,0.6135284415557054,High Risk,0,Digital Natives
4431-EDMIQ,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.7,554.05,No,1,0.0,1,0.0,1.0,0.5580351457700471,1,0,First Year,529.9,-6.4437500000000085,1,1,1,4,1,0,0.0,7,9.4625,-28.39999999999999,1,20.700000000000003,144.90000000000003,0.75,1,0,0,1,0,1,0,0.36354493311741554,-0.7628182524818332,0.5718443844952436,0.21965071702399547,529.9,0.9545112073836881,0.6145087864425117,High Risk,0,Digital Natives
0306-JAELE,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,Yes,1,0.0,1,0.0,1.0,0.6592406302004438,1,0,First Year,480.5,-20.53333333333333,1,0,0,1,0,0,0.75,5,16.016666666666666,5.549999999999997,0,51.099999999999994,255.49999999999997,0.25,1,0,0,1,0,1,0,1.0415581091851935,-0.8072531889119503,0.8330966917506745,0.18529035922192247,480.5,0.9437175493250259,0.839810157550111,Critical Risk,4,Growth Potentials
6227-HWPWX,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,Yes,1,0.0,0,0.67,0.4666,0.2865047968601901,0,0,Growing,1035.0,-6.825000000000003,0,0,0,0,0,1,1.0,2,23.0,-0.29999999999999716,0,39.0,585.0,0.25,0,0,0,0,0,0,0,0.14086413509515497,-0.5682360544532776,0.46911827346301294,0.34374556297032516,1035.0,0.9611969111969112,0.5099361992150475,High Risk,1,Value Seekers
0486-LGCCH,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,225.75,No,0,1.0,0,0.33,0.08039999999999999,0.39984965434484737,1,0,First Year,216.14999999999998,-0.8374999999999986,0,0,0,0,0,1,0.0,1,9.825,-0.5500000000000007,0,-5.350000000000001,-58.850000000000016,0.0,0,0,0,0,0,0,0,-1.4993295040688086,-0.9077560530780324,0.04813289791282124,0.28680959818259266,216.14999999999998,0.9557909279300022,0.22810241358621183,Low Risk,2,Premium Loyalists
